"Definiton","Users who have initiated at least one session during the date range. ","","","","","","","","","","","","","",""
"Day Index","Users","Direct Users","Organic Search","Referral Users","Paid search","Social","Page Views","Sessions","Unique Purchases","Revenue USD","Transactions","Avg. Order Value USD","E-commerce Conversion Rate","",""
"06/11/2021","1,514","1,253","0","0","256","0","7,119","1,664","104","2,250.61","26","87","1.56%","",""
"07/11/2021","1,791","1,481","0","0","301","0","9,928","1,986","143","3,455.84","40","86","2.01%","",""
"08/11/2021","2,990","2,721","0","0","264","0","17,871","3,402","300","9,721.97","102","95","3.00%","",""
"09/11/2021","2,978","2,711","0","0","239","0","17,666","3,328","366","12,812.83","117","110","3.52%","",""
"10/11/2021","2,811","2,526","0","0","271","0","16,689","3,161","352","15,447.28","108","143","3.42%","",""
"11/11/2021","2,881","2,513","0","0","288","0","16,277","3,192","340","11,042.58","108","102","3.38%","",""
"12/11/2021","2,523","2,144","0","1","246","0","15,224","2,803","342","12,351.24","113","109","4.03%","",""
"13/11/2021","1,639","1,247","0","0","279","0","7,749","1,799","180","6,592.33","60","110","3.34%","",""
"14/11/2021","1,749","1,360","0","0","272","0","8,722","1,932","134","2,596.06","31","84","1.60%","",""
"15/11/2021","2,784","2,487","0","0","256","0","15,843","3,141","322","9,968.65","97","103","3.09%","",""
"16/11/2021","2,756","2,413","0","0","323","0","16,016","3,088","353","10,362.97","108","96","3.50%","",""
"17/11/2021","2,990","2,640","0","0","338","0","16,785","3,344","387","11,744.32","111","106","3.32%","",""
"18/11/2021","2,969","2,619","0","0","287","0","19,232","3,311","444","19,406.59","131","148","3.96%","",""
"19/11/2021","2,490","2,024","0","0","284","0","14,386","2,783","344","11,773.37","107","110","3.84%","",""
"20/11/2021","1,714","1,254","0","0","278","0","7,512","1,863","157","4,724.52","34","139","1.83%","",""
"21/11/2021","1,856","1,410","0","0","281","0","9,256","2,041","165","3,705.08","43","86","2.11%","",""
"22/11/2021","3,225","2,720","0","0","279","0","19,706","3,665","389","18,770.57","122","154","3.33%","",""
"23/11/2021","2,839","2,501","0","0","307","0","20,115","3,202","503","23,593.69","132","179","4.12%","",""
"24/11/2021","2,768","2,291","0","0","289","0","15,997","3,082","347","12,709.30","102","125","3.31%","",""
"25/11/2021","2,278","1,929","0","0","271","0","10,583","2,538","187","5,265.19","49","107","1.93%","",""
"26/11/2021","2,531","2,021","0","0","345","0","12,441","2,746","345","9,863.50","86","115","3.13%","",""
"27/11/2021","1,716","1,316","0","0","284","0","7,981","1,836","144","3,982.16","44","91","2.40%","",""
"28/11/2021","1,872","1,502","0","0","287","0","8,500","2,028","172","3,385.96","60","56","2.96%","",""
"29/11/2021","3,282","2,835","0","0","339","0","20,275","3,656","477","18,950.14","155","122","4.24%","",""
"30/11/2021","3,005","2,626","0","0","289","0","19,133","3,399","390","11,319.82","131","86","3.85%","",""
"01/12/2021","2,998","2,569","0","0","320","0","17,512","3,330","455","22,329.42","149","150","4.47%","",""
"02/12/2021","2,984","2,540","0","0","349","0","18,397","3,360","289","10,199.03","106","96","3.15%","",""
"03/12/2021","8,390","7,819","0","0","532","0","42,497","8,936","439","21,555.66","148","146","1.66%","",""
"04/12/2021","4,658","4,152","0","0","452","0","19,929","5,023","224","5,006.29","63","79","1.25%","",""
"05/12/2021","3,475","2,977","0","0","437","0","16,167","3,748","190","4,473.32","59","76","1.57%","",""
"06/12/2021","4,338","3,851","0","0","420","0","26,580","4,800","671","24,835.77","193","129","4.02%","",""
"07/12/2021","4,076","3,597","0","0","422","0","26,760","4,532","655","18,789.11","182","103","4.02%","",""
"08/12/2021","3,858","3,409","0","0","387","0","26,401","4,342","734","29,633.10","256","116","5.90%","",""
"09/12/2021","3,861","3,365","0","0","357","0","27,100","4,341","731","26,428.01","221","120","5.09%","",""
"10/12/2021","3,300","2,894","0","0","303","0","27,052","3,712","869","26,191.90","279","94","7.52%","",""
"11/12/2021","1,993","1,594","0","0","278","0","10,521","2,202","227","9,229.52","68","136","3.09%","",""
"12/12/2021","2,019","1,649","0","0","299","0","11,415","2,211","206","5,920.22","67","88","3.03%","",""
"13/12/2021","3,120","2,858","0","0","167","0","23,802","3,511","610","18,460.19","206","90","5.87%","",""
"14/12/2021","3,047","2,785","0","0","147","0","21,741","3,456","603","19,022.07","203","94","5.87%","",""
"15/12/2021","2,953","2,754","0","0","155","0","22,254","3,374","536","24,668.45","191","129","5.66%","",""
"16/12/2021","3,053","2,811","0","0","138","0","23,175","3,448","559","15,934.37","194","82","5.63%","",""
"17/12/2021","2,020","1,803","0","0","112","0","12,053","2,218","293","9,596.72","100","96","4.51%","",""
"18/12/2021","1,569","1,452","0","0","93","0","7,936","1,704","129","3,059.47","43","71","2.52%","",""
"19/12/2021","1,614","1,500","0","0","101","0","9,334","1,746","164","4,297.24","55","78","3.15%","",""
"20/12/2021","2,577","2,396","0","0","92","0","20,295","2,871","452","12,951.06","164","79","5.71%","",""
"21/12/2021","2,366","2,205","0","0","99","0","16,102","2,622","365","14,022.15","111","126","4.23%","",""
"22/12/2021","2,266","2,095","0","0","113","0","14,617","2,490","300","7,273.70","101","72","4.06%","",""
"23/12/2021","1,914","1,700","0","0","113","0","11,478","2,076","241","8,025.97","63","127","3.03%","",""
"24/12/2021","1,170","1,055","0","0","72","0","5,926","1,248","109","5,033.66","33","153","2.64%","",""
"25/12/2021","1,208","998","0","0","97","0","5,755","1,287","53","1,619.54","19","85","1.48%","",""
"26/12/2021","1,313","1,102","0","0","100","0","6,460","1,414","114","2,796.88","32","87","2.26%","",""
"27/12/2021","1,500","1,365","0","0","70","0","7,345","1,627","117","3,369.41","36","94","2.21%","",""
"28/12/2021","1,924","1,697","0","0","89","0","11,750","2,114","187","4,816.20","59","82","2.79%","",""
"29/12/2021","1,848","1,644","0","0","80","0","10,468","2,056","203","6,396.41","47","136","2.29%","",""
"30/12/2021","1,553","1,417","0","1","103","0","8,197","1,661","107","2,636.86","29","91","1.75%","",""
"31/12/2021","1,000","842","0","0","53","0","4,499","1,085","48","981.52","17","58","1.57%","",""
"01/01/2022","1,082","882","0","0","80","0","4,791","1,176","49","977.51","12","81","1.02%","",""
"02/01/2022","1,303","1,063","0","0","87","0","5,553","1,408","78","1,555.32","15","104","1.07%","",""
"03/01/2022","1,568","1,392","0","0","96","0","7,400","1,711","72","2,202.17","33","67","1.93%","",""
"04/01/2022","2,251","1,998","0","0","98","0","12,072","2,470","189","6,702.56","59","114","2.39%","",""
"05/01/2022","2,312","2,034","0","0","91","0","12,661","2,554","207","5,614.94","72","78","2.82%","",""
"06/01/2022","2,044","1,883","0","0","92","0","10,609","2,209","180","5,244.97","57","92","2.58%","",""
"07/01/2022","1,980","1,743","0","0","88","0","10,578","2,167","158","4,905.78","60","82","2.77%","",""
"08/01/2022","1,464","1,170","0","0","84","0","6,377","1,587","56","1,165.58","13","90","0.82%","",""
"09/01/2022","1,609","1,271","0","0","88","0","6,976","1,758","66","2,933.82","22","133","1.25%","",""
"10/01/2022","2,465","2,110","0","0","93","0","12,224","2,719","148","4,603.06","71","65","2.61%","",""
"11/01/2022","2,511","2,127","0","0","91","0","12,639","2,782","160","3,695.74","49","75","1.76%","",""
"12/01/2022","2,516","2,121","0","0","116","0","13,148","2,787","216","7,703.96","74","104","2.66%","",""
"13/01/2022","2,445","2,139","0","0","111","0","13,515","2,713","199","5,283.47","62","85","2.29%","",""
"14/01/2022","2,072","1,858","0","0","95","0","11,088","2,289","118","4,347.30","48","91","2.10%","",""
"15/01/2022","1,486","1,165","0","0","181","0","6,782","1,640","71","1,636.84","22","74","1.34%","",""
"16/01/2022","1,444","1,190","0","0","201","0","6,659","1,565","58","1,513.67","18","84","1.15%","",""
"17/01/2022","1,980","1,615","0","0","193","0","8,273","2,191","79","1,353.14","19","71","0.87%","",""
"18/01/2022","2,497","2,075","0","0","223","0","12,874","2,745","170","3,712.33","65","57","2.37%","",""
"19/01/2022","2,481","2,130","0","0","215","0","11,755","2,727","64","2,469.11","24","103","0.88%","",""
"20/01/2022","2,821","2,348","0","0","218","0","15,208","3,118","239","5,679.16","77","74","2.47%","",""
"21/01/2022","2,132","1,754","0","1","168","0","11,486","2,355","165","4,722.88","53","89","2.25%","",""
"22/01/2022","1,535","1,238","0","0","204","0","6,380","1,685","67","1,101.41","15","73","0.89%","",""
"23/01/2022","1,641","1,237","0","0","185","0","6,494","1,785","63","2,344.42","19","123","1.06%","",""
"24/01/2022","2,506","2,112","0","0","213","0","12,968","2,769","156","3,766.03","57","66","2.06%","",""
"25/01/2022","2,904","2,523","1","1","195","0","16,552","3,174","258","5,584.25","75","74","2.36%","",""
"26/01/2022","2,676","2,357","0","0","228","0","14,238","2,921","214","5,730.76","75","76","2.57%","",""
"27/01/2022","2,882","2,381","0","0","230","0","14,701","3,165","208","4,592.65","69","67","2.18%","",""
"28/01/2022","2,448","2,052","0","0","197","0","12,375","2,719","144","5,429.16","53","102","1.95%","",""
"29/01/2022","1,616","1,257","0","0","171","0","6,951","1,761","122","2,622.73","30","87","1.70%","",""
"30/01/2022","1,586","1,303","0","0","202","0","7,463","1,749","60","1,271.99","20","64","1.14%","",""
"31/01/2022","2,428","2,149","0","0","171","0","12,862","2,703","200","7,856.02","73","108","2.70%","",""
"01/02/2022","2,623","2,214","0","0","217","0","13,803","2,880","209","5,941.66","61","97","2.12%","",""
"02/02/2022","2,844","2,450","0","1","266","0","14,555","3,123","215","4,778.57","76","63","2.43%","",""
"03/02/2022","2,692","2,342","0","0","236","0","14,211","2,980","181","4,749.16","62","77","2.08%","",""
"04/02/2022","2,625","2,251","0","0","200","0","13,938","2,893","203","4,498.00","59","76","2.04%","",""
"05/02/2022","1,636","1,217","0","0","223","0","6,967","1,790","74","1,927.76","27","71","1.51%","",""
"06/02/2022","1,794","1,300","0","0","222","0","8,051","1,963","114","3,218.53","26","124","1.32%","",""
"07/02/2022","2,702","2,183","0","0","220","0","13,783","3,016","217","5,436.22","70","78","2.32%","",""
"08/02/2022","2,968","2,418","0","0","251","0","14,725","3,303","262","6,708.03","80","84","2.42%","",""
"09/02/2022","3,140","2,538","0","0","250","0","16,405","3,549","243","5,908.92","83","71","2.34%","",""
"10/02/2022","2,897","2,441","0","0","213","0","14,154","3,247","251","6,912.00","71","97","2.19%","",""
"11/02/2022","2,726","2,167","0","0","210","0","13,267","3,026","283","9,903.43","103","96","3.40%","",""
"12/02/2022","1,540","1,084","0","0","199","0","6,503","1,707","103","1,746.86","24","73","1.41%","",""
"13/02/2022","1,749","1,272","0","0","203","0","7,394","1,949","61","1,447.37","24","60","1.23%","",""
"14/02/2022","2,484","2,219","0","0","197","0","12,153","2,734","137","3,838.91","51","75","1.87%","",""
"15/02/2022","2,789","2,327","0","0","233","0","14,966","3,060","271","10,018.68","88","114","2.88%","",""
"16/02/2022","3,206","2,746","0","0","243","0","14,960","3,513","232","6,670.68","74","90","2.11%","",""
"17/02/2022","2,761","2,444","0","0","199","0","14,019","3,005","247","7,922.97","77","103","2.56%","",""
"18/02/2022","2,140","1,716","0","0","198","0","10,857","2,367","173","5,239.27","62","85","2.62%","",""
"19/02/2022","1,363","1,058","0","0","164","0","5,683","1,488","82","2,693.77","25","108","1.68%","",""
"20/02/2022","1,393","1,070","0","0","212","0","6,775","1,533","115","2,140.08","26","82","1.70%","",""
"21/02/2022","1,953","1,629","0","0","178","0","8,363","2,129","103","3,408.70","41","83","1.93%","",""
"22/02/2022","2,520","2,159","0","0","208","0","12,355","2,785","157","5,379.66","60","90","2.15%","",""
"23/02/2022","2,385","2,073","0","0","183","0","12,554","2,613","209","5,992.15","68","88","2.60%","",""
"24/02/2022","2,269","1,991","0","0","199","0","12,560","2,539","248","6,962.68","67","104","2.64%","",""
"25/02/2022","2,043","1,732","0","0","186","0","11,593","2,283","381","8,411.48","104","81","4.56%","",""
"26/02/2022","1,416","1,113","0","0","165","0","5,880","1,552","96","4,101.78","22","186","1.42%","",""
"27/02/2022","1,444","1,199","0","0","180","0","7,461","1,602","307","8,665.68","63","138","3.93%","",""
"28/02/2022","2,188","1,974","0","0","182","0","11,724","2,415","206","4,065.62","61","67","2.53%","",""
"01/03/2022","2,409","2,100","0","0","213","0","12,248","2,710","208","6,578.53","64","103","2.36%","",""
"02/03/2022","2,601","2,235","0","0","226","0","13,466","2,897","276","6,541.62","76","86","2.62%","",""
"03/03/2022","2,491","2,162","0","0","211","0","12,535","2,775","216","5,463.65","77","71","2.77%","",""
"04/03/2022","2,031","1,748","0","0","181","0","10,473","2,229","222","4,765.04","70","68","3.14%","",""
"05/03/2022","1,533","1,251","0","0","147","0","6,982","1,711","99","4,212.40","36","117","2.10%","",""
"06/03/2022","1,494","1,225","0","0","156","0","8,299","1,687","74","1,983.07","24","83","1.42%","",""
"07/03/2022","2,499","2,251","0","0","189","0","13,720","2,779","399","13,505.58","101","134","3.63%","",""
"08/03/2022","2,668","2,353","0","0","202","0","14,435","3,020","327","9,670.22","85","114","2.81%","",""
"09/03/2022","2,824","2,506","0","0","179","0","14,014","3,222","236","6,696.46","80","84","2.48%","",""
"10/03/2022","2,595","2,204","0","0","196","0","13,979","2,895","333","11,289.82","92","123","3.18%","",""
"11/03/2022","1,847","1,531","0","0","164","0","8,876","2,060","140","3,735.01","40","93","1.94%","",""
"12/03/2022","1,284","1,068","0","0","166","0","6,201","1,412","98","1,877.34","26","72","1.84%","",""
"13/03/2022","1,426","1,205","0","0","185","0","7,083","1,580","84","3,719.20","33","113","2.09%","",""
"14/03/2022","2,393","2,110","0","0","177","0","13,057","2,671","281","9,634.60","83","116","3.11%","",""
"15/03/2022","2,345","2,129","0","0","194","0","13,081","2,598","210","7,728.40","67","115","2.58%","",""
"16/03/2022","2,574","2,231","0","0","205","0","14,633","2,867","272","7,429.25","79","94","2.76%","",""
"17/03/2022","2,617","2,312","0","0","194","0","15,447","2,907","332","10,135.76","101","100","3.47%","",""
"18/03/2022","2,124","1,818","0","0","175","0","12,022","2,392","238","6,452.61","70","92","2.93%","",""
"19/03/2022","1,482","1,244","0","0","146","0","7,317","1,625","60","1,391.88","21","66","1.29%","",""
"20/03/2022","1,532","1,247","0","0","161","0","7,374","1,678","105","2,427.90","31","78","1.85%","",""
"21/03/2022","2,660","2,327","0","0","202","0","14,445","3,006","216","7,829.20","67","117","2.23%","",""
"22/03/2022","2,726","2,481","0","0","157","0","14,033","3,001","276","10,846.44","81","134","2.70%","",""
"23/03/2022","2,848","2,465","0","0","202","0","14,806","3,209","242","8,225.73","83","99","2.59%","",""
"24/03/2022","3,401","3,076","0","0","202","0","21,500","3,778","425","14,500.18","120","121","3.18%","",""
"25/03/2022","2,507","2,167","0","0","211","0","16,233","2,793","296","12,963.89","102","127","3.65%","",""
"26/03/2022","1,479","1,221","0","0","186","0","7,687","1,626","101","1,938.62","24","81","1.48%","",""
"27/03/2022","1,754","1,398","0","0","169","0","8,868","1,929","125","2,622.13","35","75","1.81%","",""
"28/03/2022","2,654","2,306","0","0","194","0","14,539","2,987","223","7,425.68","72","103","2.41%","",""
"29/03/2022","2,545","2,237","0","0","177","0","14,513","2,835","169","7,920.62","54","147","1.90%","",""
"30/03/2022","2,546","2,340","0","0","158","0","15,471","2,834","255","6,863.90","68","101","2.40%","",""
"31/03/2022","2,698","2,467","0","0","164","0","16,047","3,027","307","13,920.56","95","147","3.14%","",""
"01/04/2022","2,164","1,862","0","0","170","0","12,949","2,393","332","12,096.82","88","137","3.68%","",""
"02/04/2022","1,416","1,172","0","0","168","0","7,055","1,558","70","2,216.04","23","96","1.48%","",""
"03/04/2022","1,564","1,222","0","0","177","0","7,694","1,732","94","1,982.85","23","86","1.33%","",""
"04/04/2022","2,760","2,389","0","0","233","0","16,129","3,079","220","7,570.11","68","111","2.21%","",""
"05/04/2022","2,676","2,405","0","0","200","0","16,039","3,020","279","8,340.13","80","104","2.65%","",""
"06/04/2022","6,529","6,113","0","0","218","0","34,968","7,139","346","10,418.93","134","78","1.88%","",""
"07/04/2022","4,881","4,417","0","0","218","0","24,429","5,521","264","8,804.04","84","105","1.52%","",""
"08/04/2022","3,262","2,878","0","0","209","0","17,974","3,678","229","6,225.14","76","82","2.07%","",""
"09/04/2022","2,262","1,838","0","0","235","0","9,235","2,519","77","1,628.54","19","86","0.75%","",""
"10/04/2022","2,110","1,685","0","0","262","0","9,436","2,327","81","4,025.88","28","144","1.20%","",""
"11/04/2022","3,146","2,600","0","0","323","0","17,033","3,526","251","11,446.86","83","138","2.35%","",""
"12/04/2022","3,047","2,573","0","0","300","0","16,118","3,433","186","6,696.83","64","105","1.86%","",""
"13/04/2022","2,920","2,462","0","0","303","0","15,270","3,225","207","6,765.60","70","97","2.17%","",""
"14/04/2022","2,876","2,433","0","0","306","0","16,382","3,194","218","8,178.60","74","111","2.32%","",""
"15/04/2022","2,452","1,957","0","0","328","0","13,812","2,723","286","10,870.24","88","124","3.23%","",""
"16/04/2022","1,684","1,255","0","0","256","0","8,569","1,856","132","3,720.68","31","120","1.67%","",""
"17/04/2022","1,558","1,288","0","0","225","0","7,199","1,697","92","2,120.75","31","68","1.83%","",""
"18/04/2022","2,829","2,300","0","0","349","0","15,587","3,143","283","9,073.15","77","118","2.45%","",""
"19/04/2022","3,147","2,682","0","0","303","0","16,828","3,550","307","17,234.22","86","200","2.42%","",""
"20/04/2022","3,131","2,657","0","0","303","0","17,206","3,543","304","8,920.60","91","98","2.57%","",""
"21/04/2022","3,085","2,588","0","0","339","0","18,682","3,559","349","12,999.83","99","131","2.78%","",""
"22/04/2022","2,497","2,067","0","0","327","0","14,054","2,794","212","8,304.65","59","141","2.11%","",""
"23/04/2022","1,615","1,247","0","0","274","0","7,896","1,771","81","3,105.22","20","155","1.13%","",""
"24/04/2022","1,859","1,478","0","0","344","0","8,511","2,009","119","4,028.60","26","155","1.29%","",""
"25/04/2022","3,023","2,536","0","0","340","0","16,206","3,382","222","12,688.72","85","149","2.51%","",""
"26/04/2022","3,068","2,693","0","0","275","0","16,679","3,402","175","10,346.16","61","170","1.79%","",""
"27/04/2022","3,151","2,790","0","0","315","0","17,886","3,508","295","14,496.46","83","175","2.37%","",""
"28/04/2022","3,056","2,548","0","0","297","0","17,867","3,403","262","8,110.06","73","111","2.15%","",""
"","","","","","","","","","","","","","","",""
