"Definiton","Users who have initiated at least one session during the date range. ","","","","","","","","","","","","","",""
"Day Index","Users","Direct Users","Organic Search","Referral Users","Paid search","Social","Page Views","Sessions","Unique Purchases","Revenue USD","Transactions","Avg. Order Value USD","E-commerce Conversion Rate","",""
"04/05/2020","1,975","353","1,159","297","47","68","8,797","2,237","7","158.3","1","158","0.04%","",""
"05/05/2020","2,037","336","1,221","288","13","106","9,302","2,297","2","26","2","13","0.09%","",""
"06/05/2020","2,099","357","1,260","318","17","91","10,410","2,397","10","170.3","3","57","0.13%","",""
"07/05/2020","1,983","332","1,181","312","8","91","9,384","2,210","5","140","2","70","0.09%","",""
"08/05/2020","2,009","363","1,187","315","14","84","9,400","2,238","3","47.9","2","24","0.09%","",""
"09/05/2020","1,523","270","926","170","3","82","6,733","1,771","1","13","1","13","0.06%","",""
"10/05/2020","1,587","284","971","158","7","104","8,161","1,834","27","198.2","6","33","0.33%","",""
"11/05/2020","2,135","320","1,307","366","10","85","11,170","2,451","7","194","6","32","0.24%","",""
"12/05/2020","2,207","408","1,334","331","4","78","11,301","2,574","0","0","0","0","0.00%","",""
"13/05/2020","2,182","362","1,272","371","2","93","11,356","2,450","6","83.9","2","42","0.08%","",""
"14/05/2020","2,167","312","1,327","351","7","74","10,787","2,418","2","38","2","19","0.08%","",""
"15/05/2020","1,851","322","1,044","294","9","98","9,483","2,059","3","42.8","2","21","0.10%","",""
"16/05/2020","1,494","285","930","156","3","82","7,434","1,679","6","80.1","2","40","0.12%","",""
"17/05/2020","1,644","279","993","161","6","86","7,901","1,856","1","60","1","60","0.05%","",""
"18/05/2020","2,218","421","1,180","355","10","104","11,974","2,536","18","342.04","4","86","0.16%","",""
"19/05/2020","2,214","358","1,216","371","6","89","12,274","2,505","21","444.2","6","74","0.24%","",""
"20/05/2020","2,272","430","1,176","406","9","74","12,818","2,666","14","190.2","5","38","0.19%","",""
"21/05/2020","2,137","346","1,151","365","6","59","11,206","2,454","18","233.55","5","47","0.20%","",""
"22/05/2020","1,744","234","1,017","191","11","72","7,995","1,989","2","28","1","28","0.05%","",""
"23/05/2020","1,489","261","858","131","9","77","7,599","1,710","7","303.9","4","76","0.23%","",""
"24/05/2020","1,450","230","874","137","4","68","6,826","1,668","38","365","4","91","0.24%","",""
"25/05/2020","1,760","296","960","204","4","81","7,851","1,975","9","154.6","1","155","0.05%","",""
"26/05/2020","2,297","384","1,159","401","10","93","12,052","2,592","12","332.7","5","67","0.19%","",""
"27/05/2020","2,352","383","1,181","469","7","69","12,308","2,683","6","54.5","2","27","0.07%","",""
"28/05/2020","2,352","344","1,300","425","5","65","12,385","2,696","17","246.2","5","49","0.19%","",""
"29/05/2020","1,920","313","1,012","316","4","66","10,804","2,183","20","175.8","4","44","0.18%","",""
"30/05/2020","1,411","199","842","140","3","61","7,463","1,620","12","340.75","3","114","0.19%","",""
"31/05/2020","1,450","203","828","157","5","70","7,039","1,623","1","24","1","24","0.06%","",""
"01/06/2020","2,036","302","1,017","332","3","117","10,260","2,277","8","94.25","3","31","0.13%","",""
"02/06/2020","2,186","388","1,105","400","4","82","11,589","2,504","5","114","3","38","0.12%","",""
"03/06/2020","2,197","346","1,110","357","9","95","12,100","2,492","5","119.5","4","30","0.16%","",""
"04/06/2020","2,300","415","1,095","379","9","80","11,503","2,606","12","204.75","2","102","0.08%","",""
"05/06/2020","2,389","570","915","428","9","67","11,806","2,677","12","280.5","7","40","0.26%","",""
"06/06/2020","1,602","227","771","143","9","95","7,605","1,833","25","408.4","6","68","0.33%","",""
"07/06/2020","1,761","220","847","218","89","85","8,190","1,971","25","394.45","9","44","0.46%","",""
"08/06/2020","2,374","344","1,146","390","11","86","12,439","2,697","7","121.2","2","61","0.07%","",""
"09/06/2020","2,338","416","1,201","391","6","84","11,777","2,677","9","235.5","5","47","0.19%","",""
"10/06/2020","2,565","386","1,221","455","5","75","13,205","2,919","3","90.3","2","45","0.07%","",""
"11/06/2020","2,354","385","1,129","390","7","71","11,946","2,692","15","269.45","4","67","0.15%","",""
"12/06/2020","1,954","295","975","346","4","82","11,398","2,240","14","292.25","2","146","0.09%","",""
"13/06/2020","1,466","232","771","187","4","90","8,239","1,699","2","47.5","2","24","0.12%","",""
"14/06/2020","1,500","222","823","165","0","113","7,492","1,742","7","115.9","2","58","0.11%","",""
"15/06/2020","2,087","355","1,040","428","0","83","11,703","2,368","30","761.5","9","85","0.38%","",""
"16/06/2020","2,220","374","1,089","466","1","107","12,773","2,491","5","81.47","1","81","0.04%","",""
"17/06/2020","2,056","360","1,036","383","1","124","11,497","2,346","15","275.6","5","55","0.21%","",""
"18/06/2020","1,937","341","1,009","381","2","87","11,992","2,217","1","88","1","88","0.05%","",""
"19/06/2020","1,740","280","960","320","2","62","9,812","1,925","9","165.85","2","83","0.10%","",""
"20/06/2020","1,401","225","844","153","1","85","7,283","1,560","2","33.6","1","34","0.06%","",""
"21/06/2020","1,412","238","823","173","0","66","7,571","1,595","4","123.9","2","62","0.13%","",""
"22/06/2020","2,130","358","1,120","417","24","78","12,428","2,479","4","25.75","2","13","0.08%","",""
"23/06/2020","2,001","286","974","414","75","85","11,698","2,349","1","22","1","22","0.04%","",""
"24/06/2020","1,904","313","933","358","112","72","10,260","2,242","0","0","0","0","0.00%","",""
"25/06/2020","2,609","803","1,060","461","89","78","14,985","2,973","16","271.75","4","68","0.13%","",""
"26/06/2020","1,997","458","919","357","84","71","11,951","2,332","10","94.85","4","24","0.17%","",""
"27/06/2020","1,308","232","716","166","64","64","6,690","1,561","6","193","2","97","0.13%","",""
"28/06/2020","1,354","244","727","143","49","89","6,478","1,523","15","188","3","63","0.20%","",""
"29/06/2020","2,106","459","949","374","103","81","12,428","2,409","6","113.3","4","28","0.17%","",""
"30/06/2020","1,932","393","956","360","88","81","10,780","2,218","7","488","4","122","0.18%","",""
"01/07/2020","1,786","402","884","283","71","75","9,283","2,042","10","141.7","3","47","0.15%","",""
"02/07/2020","1,593","311","886","201","60","68","8,060","1,850","0","0","0","0","0.00%","",""
"03/07/2020","1,466","249","845","154","52","85","7,458","1,666","9","95.2","4","24","0.24%","",""
"04/07/2020","1,172","245","637","108","38","74","5,733","1,337","7","115.75","3","39","0.22%","",""
"05/07/2020","1,372","246","782","130","47","82","6,664","1,521","9","204","4","51","0.26%","",""
"06/07/2020","2,800","1,050","1,025","443","104","91","14,518","3,138","41","778.25","8","97","0.25%","",""
"07/07/2020","2,986","1,107","1,139","537","39","72","15,378","3,384","4","69.5","4","17","0.12%","",""
"08/07/2020","2,789","1,000","1,021","534","11","94","15,804","3,098","8","193.5","3","65","0.10%","",""
"09/07/2020","2,724","955","1,063","457","10","93","14,565","3,029","8","126","6","21","0.20%","",""
"10/07/2020","2,445","871","1,003","375","12","83","15,322","2,771","4","69.4","3","23","0.11%","",""
"11/07/2020","1,388","359","725","127","6","57","7,302","1,546","22","367","4","92","0.26%","",""
"12/07/2020","1,547","406","785","167","4","56","7,787","1,715","2","14","1","14","0.06%","",""
"13/07/2020","2,665","750","1,116","494","11","112","15,206","3,028","11","221.5","2","111","0.07%","",""
"14/07/2020","2,442","604","1,008","458","22","112","13,280","2,821","2","35","2","18","0.07%","",""
"15/07/2020","2,438","758","1,090","399","15","74","13,307","2,746","0","0","0","0","0.00%","",""
"16/07/2020","2,140","499","1,032","355","8","69","10,796","2,446","0","0","0","0","0.00%","",""
"17/07/2020","2,150","543","985","361","8","77","13,610","2,444","9","50.75","3","17","0.12%","",""
"18/07/2020","1,412","264","671","123","3","76","8,299","1,572","14","188.3","3","63","0.19%","",""
"19/07/2020","1,512","295","759","161","1","77","7,310","1,713","6","62.5","3","21","0.18%","",""
"20/07/2020","2,363","506","953","520","9","73","13,184","2,704","14","216.6","5","43","0.18%","",""
"21/07/2020","2,200","410","1,001","387","8","83","13,167","2,508","11","183.05","4","46","0.16%","",""
"22/07/2020","2,157","409","917","389","10","65","11,722","2,416","51","535.97","8","67","0.33%","",""
"23/07/2020","1,877","407","664","357","7","85","11,214","2,124","6","151","3","50","0.14%","",""
"24/07/2020","1,653","359","667","309","3","62","10,828","1,863","13","116.2","4","29","0.21%","",""
"25/07/2020","1,260","288","521","94","5","61","6,673","1,387","10","338","3","113","0.22%","",""
"26/07/2020","1,265","236","545","138","5","80","8,127","1,396","1","30","1","30","0.07%","",""
"27/07/2020","1,838","431","692","415","6","68","11,372","2,078","22","456.35","7","65","0.34%","",""
"28/07/2020","1,844","432","726","385","2","116","11,126","2,079","6","162.5","2","81","0.10%","",""
"29/07/2020","2,074","578","848","421","10","106","13,924","2,368","16","291.75","6","49","0.25%","",""
"30/07/2020","1,773","333","809","369","5","83","12,964","2,049","6","246.8","4","62","0.20%","",""
"31/07/2020","1,557","383","658","323","6","59","11,101","1,812","3","96","2","48","0.11%","",""
"01/08/2020","1,063","221","566","120","4","89","6,966","1,193","17","317.2","4","79","0.34%","",""
"02/08/2020","1,188","244","644","148","3","61","6,956","1,354","0","0","0","0","0.00%","",""
"03/08/2020","2,282","739","849","511","5","73","13,581","2,559","15","351.6","6","59","0.23%","",""
"04/08/2020","3,704","1,945","890","700","6","88","25,828","4,095","14","165.75","4","41","0.10%","",""
"05/08/2020","2,544","985","864","514","5","104","20,529","2,918","14","179.7","4","45","0.14%","",""
"06/08/2020","1,959","564","815","431","5","85","14,758","2,240","4","142","3","47","0.13%","",""
"07/08/2020","2,839","1,379","790","522","8","95","28,543","3,422","14","270.4","4","68","0.12%","",""
"08/08/2020","1,469","582","563","165","8","85","12,240","1,689","50","1,555.85","19","82","1.12%","",""
"09/08/2020","1,396","390","672","183","4","74","9,390","1,548","3","143","2","72","0.13%","",""
"10/08/2020","2,456","979","745","541","9","109","16,887","2,846","31","415.2","7","59","0.25%","",""
"11/08/2020","1,891","499","747","443","7","104","12,414","2,167","15","370.25","8","46","0.37%","",""
"12/08/2020","1,785","477","740","375","10","85","12,253","2,048","4","98","3","33","0.15%","",""
"13/08/2020","1,691","424","688","382","50","68","11,841","1,954","1","17","1","17","0.05%","",""
"14/08/2020","1,541","354","643","328","57","65","10,258","1,776","19","241","4","60","0.23%","",""
"15/08/2020","1,032","240","470","103","49","88","7,169","1,184","14","294","4","74","0.34%","",""
"16/08/2020","1,021","218","482","120","42","67","5,311","1,118","0","0","0","0","0.00%","",""
"17/08/2020","1,691","454","667","339","85","44","9,469","1,887","5","64.4","3","21","0.16%","",""
"18/08/2020","1,691","366","683","407","71","85","10,450","1,958","6","202.5","3","68","0.15%","",""
"19/08/2020","2,355","923","705","439","88","74","13,533","2,679","4","136.8","2","68","0.07%","",""
"20/08/2020","1,812","540","686","353","81","65","10,079","2,093","2","71","2","36","0.10%","",""
"21/08/2020","1,646","419","581","357","67","68","10,165","1,845","6","166","3","55","0.16%","",""
"22/08/2020","994","256","443","117","40","55","4,734","1,086","10","76.55","3","26","0.28%","",""
"23/08/2020","1,044","206","495","139","37","65","6,375","1,179","9","113.85","3","38","0.25%","",""
"24/08/2020","1,557","358","635","301","61","77","8,354","1,720","3","16.55","1","17","0.06%","",""
"25/08/2020","1,652","339","730","338","53","84","9,861","1,840","8","322.5","5","65","0.27%","",""
"26/08/2020","1,635","360","725","327","12","100","9,211","1,898","2","39","2","20","0.11%","",""
"27/08/2020","1,873","498","751","370","19","150","11,145","2,105","1","16.8","1","17","0.05%","",""
"28/08/2020","1,407","348","573","273","11","86","8,304","1,573","5","215.2","4","54","0.25%","",""
"29/08/2020","1,055","243","551","108","4","77","5,497","1,158","26","558.25","5","112","0.43%","",""
"30/08/2020","1,052","204","525","134","5","66","5,307","1,148","24","464.4","4","116","0.35%","",""
"31/08/2020","1,565","401","688","280","15","66","8,697","1,779","13","95.82","2","48","0.11%","",""
"01/09/2020","1,577","355","700","297","7","85","9,066","1,752","12","284","3","95","0.17%","",""
"02/09/2020","1,739","442","805","303","10","84","10,724","1,985","11","309.3","3","103","0.15%","",""
"03/09/2020","1,496","359","662","272","10","52","8,718","1,706","9","69.67","3","23","0.18%","",""
"04/09/2020","1,143","273","547","131","7","62","6,226","1,283","6","228","2","114","0.16%","",""
"05/09/2020","960","213","470","109","4","53","5,336","1,053","3","103.5","2","52","0.19%","",""
"06/09/2020","1,094","268","552","104","3","69","5,789","1,183","6","120","2","60","0.17%","",""
"07/09/2020","1,241","304","592","151","3","65","6,063","1,370","4","93.3","1","93","0.07%","",""
"08/09/2020","1,761","393","779","376","8","89","10,749","1,987","3","87","2","44","0.10%","",""
"09/09/2020","1,724","413","762","305","4","97","9,263","1,926","4","106","2","53","0.10%","",""
"10/09/2020","1,960","642","778","325","7","87","10,173","2,167","1","11.9","1","12","0.05%","",""
"11/09/2020","1,894","668","661","363","5","81","10,340","2,105","6","165.8","3","55","0.14%","",""
"12/09/2020","1,158","289","548","121","2","81","6,319","1,297","3","91","3","30","0.23%","",""
"13/09/2020","1,212","255","663","125","4","52","6,058","1,364","12","203.95","2","102","0.15%","",""
"14/09/2020","1,963","397","968","353","4","87","10,406","2,205","0","0","0","0","0.00%","",""
"15/09/2020","1,889","378","946","303","5","70","11,702","2,166","9","195.9","3","65","0.14%","",""
"16/09/2020","1,792","404","767","321","3","104","9,785","2,023","0","0","0","0","0.00%","",""
"17/09/2020","1,792","387","779","357","2","102","11,184","2,057","5","113","4","28","0.19%","",""
"18/09/2020","1,550","367","733","275","6","66","9,576","1,747","0","0","0","0","0.00%","",""
"19/09/2020","932","230","490","83","1","69","5,020","1,044","10","128.8","4","32","0.38%","",""
"20/09/2020","1,093","260","571","99","2","67","6,153","1,200","4","89.44","1","89","0.08%","",""
"21/09/2020","1,873","443","894","376","4","70","11,956","2,128","7","94","1","94","0.05%","",""
"22/09/2020","1,849","441","883","354","3","68","10,382","2,053","5","136","3","45","0.15%","",""
"23/09/2020","1,767","428","878","290","3","73","10,490","1,978","11","288.75","4","72","0.20%","",""
"24/09/2020","1,732","426","865","302","2","79","9,505","1,932","9","177.1","4","44","0.21%","",""
"25/09/2020","1,754","452","833","326","2","64","11,855","2,007","0","0","0","0","0.00%","",""
"26/09/2020","1,120","324","557","133","2","68","7,902","1,259","0","0","0","0","0.00%","",""
"27/09/2020","1,242","303","669","151","0","55","7,389","1,388","0","0","0","0","0.00%","",""
"28/09/2020","1,874","503","838","396","3","70","11,875","2,183","0","0","0","0","0.00%","",""
"29/09/2020","2,178","662","922","454","2","66","13,220","2,463","0","0","0","0","0.00%","",""
"30/09/2020","2,512","706","1,215","400","0","84","14,362","2,828","0","0","0","0","0.00%","",""
"01/10/2020","2,102","456","919","330","2","66","12,588","2,396","0","0","0","0","0.00%","",""
"02/10/2020","1,668","412","765","297","2","53","10,288","1,877","0","0","0","0","0.00%","",""
"03/10/2020","1,067","251","552","100","1","70","6,738","1,195","0","0","0","0","0.00%","",""
"04/10/2020","1,217","311","591","138","1","61","6,959","1,353","0","0","0","0","0.00%","",""
"05/10/2020","2,144","630","878","374","6","87","12,304","2,422","0","0","0","0","0.00%","",""
"06/10/2020","2,329","657","949","443","5","55","12,490","2,607","8","50.45","2","25","0.08%","",""
"07/10/2020","2,196","666","899","375","0","71","13,044","2,499","3","83.6","3","28","0.12%","",""
"08/10/2020","2,147","1,115","527","251","1","42","12,902","2,405","10","211.5","3","71","0.12%","",""
"09/10/2020","2,077","1,579","156","124","3","6","12,092","2,281","3","60.2","2","30","0.09%","",""
"10/10/2020","1,183","968","71","31","3","2","6,424","1,284","5","195.7","5","39","0.39%","",""
"11/10/2020","1,296","1,036","76","41","5","2","7,041","1,427","10","155.8","3","52","0.21%","",""
"12/10/2020","2,117","1,558","144","149","3","1","12,190","2,331","14","186.7","4","47","0.17%","",""
"13/10/2020","2,084","1,589","121","108","2","1","12,249","2,312","1","20","1","20","0.04%","",""
"14/10/2020","2,109","1,623","107","101","7","1","12,244","2,322","14","442.55","7","63","0.30%","",""
"15/10/2020","1,906","1,481","115","82","8","2","10,251","2,096","7","506","3","169","0.14%","",""
"16/10/2020","1,831","1,467","87","83","9","1","11,717","2,020","1","35","1","35","0.05%","",""
"17/10/2020","1,336","1,062","51","17","6","2","7,051","1,488","2","54","1","54","0.07%","",""
"18/10/2020","1,405","1,036","33","22","3","1","7,976","1,538","4","10.1","1","10","0.07%","",""
"19/10/2020","2,528","1,849","100","111","3","2","14,309","2,774","6","154.2","1","154","0.04%","",""
"20/10/2020","2,588","1,924","103","78","10","2","13,367","2,856","1","7","1","7","0.04%","",""
"21/10/2020","2,671","1,956","103","92","7","1","13,848","2,931","15","368.4","4","92","0.14%","",""
"22/10/2020","2,413","1,764","93","95","9","2","13,362","2,652","13","78.67","5","16","0.19%","",""
"23/10/2020","2,247","1,674","82","70","4","2","11,805","2,456","8","109.6","1","110","0.04%","",""
"24/10/2020","1,550","1,164","47","18","2","0","8,421","1,720","12","151.65","3","51","0.17%","",""
"25/10/2020","1,677","1,248","57","20","6","3","8,842","1,840","8","298.96","4","75","0.22%","",""
"26/10/2020","2,768","2,034","96","80","5","2","13,762","3,027","9","299.3","1","299","0.03%","",""
"27/10/2020","2,780","2,147","95","80","8","2","13,217","3,073","16","234.3","5","47","0.16%","",""
"28/10/2020","2,790","2,182","91","81","6","1","14,128","3,082","3","49.8","2","25","0.06%","",""
"29/10/2020","2,660","2,017","72","76","7","2","14,035","2,982","15","218.55","4","55","0.13%","",""
"30/10/2020","2,430","1,867","74","63","2","0","13,806","2,702","13","264.6","3","88","0.11%","",""
"31/10/2020","1,488","1,130","35","15","3","1","6,795","1,599","3","81.5","2","41","0.13%","",""
"01/11/2020","1,579","1,347","37","20","2","0","8,004","1,702","2","60","1","60","0.06%","",""
"02/11/2020","2,569","2,157","87","64","6","0","14,023","2,820","0","0","0","0","0.00%","",""
"03/11/2020","2,635","2,244","80","58","1","2","13,349","2,923","8","455","4","114","0.14%","",""
"04/11/2020","2,521","2,109","61","54","6","0","12,122","2,819","3","86.5","2","43","0.07%","",""
"05/11/2020","2,446","1,993","88","60","6","1","13,144","2,701","3","112","1","112","0.04%","",""
"06/11/2020","2,154","1,792","56","47","5","0","12,255","2,373","3","136.3","3","45","0.13%","",""
"07/11/2020","1,368","1,175","27","17","3","1","6,703","1,490","13","569.6","6","95","0.40%","",""
"08/11/2020","1,331","1,114","33","9","0","0","7,266","1,475","0","0","0","0","0.00%","",""
"09/11/2020","2,205","1,799","56","54","4","1","13,036","2,463","16","264.45","6","44","0.24%","",""
"10/11/2020","2,434","1,993","71","63","20","0","13,296","2,691","0","0","0","0","0.00%","",""
"11/11/2020","2,084","1,656","50","67","58","0","11,650","2,334","11","261.55","3","87","0.13%","",""
"12/11/2020","2,135","1,674","57","75","56","2","12,339","2,372","12","271.3","5","54","0.21%","",""
"13/11/2020","1,903","1,547","41","45","67","0","11,783","2,127","10","373.8","5","75","0.24%","",""
"14/11/2020","1,239","1,049","17","8","42","0","5,962","1,336","7","227.3","3","76","0.22%","",""
"15/11/2020","1,351","1,074","19","19","38","0","7,267","1,480","10","158.61","6","26","0.41%","",""
"16/11/2020","2,371","1,817","53","58","88","0","13,459","2,708","15","326.3","4","82","0.15%","",""
"17/11/2020","2,411","1,865","53","59","84","0","14,485","2,711","9","154.6","5","31","0.18%","",""
"18/11/2020","2,344","1,799","39","42","97","0","13,481","2,631","10","265.08","5","53","0.19%","",""
"19/11/2020","2,358","1,842","33","42","110","2","13,431","2,685","17","523.75","4","131","0.15%","",""
"20/11/2020","2,307","1,824","44","36","78","2","13,364","2,625","1","8.4","1","8","0.04%","",""
"21/11/2020","1,514","1,235","10","9","70","0","8,994","1,677","9","387.56","4","97","0.24%","",""
"22/11/2020","1,625","1,345","19","18","61","0","9,354","1,805","3","56.3","1","56","0.06%","",""
"23/11/2020","2,422","1,932","43","53","107","2","13,765","2,703","7","274.4","5","55","0.18%","",""
"24/11/2020","2,714","2,148","50","62","156","0","18,030","3,068","6","206.55","4","52","0.13%","",""
"25/11/2020","2,473","1,902","34","43","216","1","14,821","2,757","17","303.5","6","51","0.22%","",""
"26/11/2020","2,106","1,674","19","27","188","0","12,213","2,342","32","734.52","12","61","0.51%","",""
"27/11/2020","2,360","1,829","26","30","240","1","13,932","2,651","40","824.5","11","75","0.41%","",""
"28/11/2020","1,721","1,383","15","14","160","1","9,367","1,868","17","754","7","108","0.37%","",""
"29/11/2020","1,888","1,503","24","13","142","0","11,823","2,076","19","768.3","7","110","0.34%","",""
"30/11/2020","3,000","2,373","47","62","207","0","21,206","3,412","1","20","1","20","0.03%","",""
"01/12/2020","2,840","2,224","44","43","230","1","17,130","3,221","15","310.2","5","62","0.16%","",""
"02/12/2020","3,089","2,459","33","40","251","0","17,545","3,453","1","13","1","13","0.03%","",""
"03/12/2020","2,885","2,276","30","30","231","0","17,391","3,256","7","254.9","5","51","0.15%","",""
"04/12/2020","2,820","2,271","31","46","181","2","18,006","3,141","15","188.2","4","47","0.13%","",""
"05/12/2020","1,877","1,496","19","5","135","0","10,740","2,072","27","688.2","8","86","0.39%","",""
"06/12/2020","2,125","1,676","9","9","170","0","11,293","2,363","6","185","5","37","0.21%","",""
"07/12/2020","3,465","2,816","32","52","247","1","21,379","3,929","24","321.95","7","46","0.18%","",""
"08/12/2020","3,715","3,042","28","48","246","0","22,311","4,147","12","324.2","5","65","0.12%","",""
"09/12/2020","3,396","2,690","26","36","320","1","21,897","3,831","13","226.1","6","38","0.16%","",""
"10/12/2020","3,360","2,714","20","39","295","0","21,497","3,791","14","330.5","9","37","0.24%","",""
"11/12/2020","2,917","2,314","17","32","305","1","18,221","3,250","19","320.8","7","46","0.22%","",""
"12/12/2020","1,962","1,524","14","8","227","0","10,620","2,104","31","534.28","8","67","0.38%","",""
"13/12/2020","2,048","1,567","17","12","240","0","11,657","2,214","7","74.6","4","19","0.18%","",""
"14/12/2020","3,148","2,454","26","37","294","2","20,954","3,512","129","2,992.41","48","62","1.37%","",""
"15/12/2020","3,028","2,339","24","38","306","0","23,115","3,462","550","16,786.38","200","84","5.78%","",""
"16/12/2020","2,899","2,216","32","36","293","2","19,729","3,257","394","8,415.43","135","62","4.14%","",""
"17/12/2020","2,950","2,295","21","42","314","0","19,550","3,265","342","7,837.92","126","62","3.86%","",""
"18/12/2020","2,271","1,868","17","9","243","1","14,696","2,507","309","6,305.46","109","58","4.35%","",""
"19/12/2020","1,749","1,408","7","9","237","0","9,668","1,907","80","1,634.21","30","54","1.57%","",""
"20/12/2020","1,721","1,417","9","5","209","0","7,765","1,856","86","1,930.92","21","92","1.13%","",""
"21/12/2020","2,281","1,914","18","30","201","0","15,118","2,505","242","4,890.65","119","41","4.75%","",""
"22/12/2020","2,104","1,754","14","29","196","0","11,714","2,269","131","2,796.94","57","49","2.51%","",""
"23/12/2020","1,762","1,424","21","22","194","0","10,664","1,907","154","3,953.49","52","76","2.73%","",""
"24/12/2020","1,259","991","7","1","194","0","6,104","1,346","58","1,268.13","22","58","1.63%","",""
"25/12/2020","1,172","913","4","4","194","0","5,221","1,266","37","671.52","17","40","1.34%","",""
"26/12/2020","1,272","965","5","4","233","0","5,272","1,343","38","708.54","14","51","1.04%","",""
"27/12/2020","1,393","1,138","4","3","173","0","6,617","1,485","72","1,198.07","24","50","1.62%","",""
"28/12/2020","1,733","1,408","13","10","196","1","8,701","1,852","109","2,235.26","37","60","2.00%","",""
"29/12/2020","1,691","1,356","11","14","216","2","8,158","1,830","93","2,158.76","36","60","1.97%","",""
"30/12/2020","1,583","1,258","11","8","207","0","7,354","1,677","186","4,199.18","39","108","2.33%","",""
"31/12/2020","1,022","814","3","3","129","1","4,522","1,091","44","712.34","14","51","1.28%","",""
"01/01/2021","1,118","875","5","4","174","0","4,981","1,181","48","807.87","12","67","1.02%","",""
"02/01/2021","1,340","1,090","4","3","170","1","5,033","1,430","39","1,060.11","12","88","0.84%","",""
"03/01/2021","1,329","1,034","2","9","191","0","6,451","1,440","50","957.16","20","48","1.39%","",""
"04/01/2021","1,739","1,434","6","7","193","0","7,626","1,865","56","1,630.72","24","68","1.29%","",""
"05/01/2021","2,422","2,046","29","26","202","2","11,993","2,615","107","2,374.98","39","61","1.49%","",""
"06/01/2021","2,470","2,106","16","13","230","0","10,508","2,659","92","1,930.48","31","62","1.17%","",""
"07/01/2021","2,093","1,736","12","16","227","0","9,985","2,292","65","2,192.93","27","81","1.18%","",""
"08/01/2021","1,932","1,527","16","11","249","1","9,451","2,122","57","1,750.15","29","60","1.37%","",""
"09/01/2021","1,337","1,007","3","3","208","0","6,075","1,439","86","1,654.85","22","75","1.53%","",""
"10/01/2021","1,401","1,083","6","4","201","0","5,698","1,493","25","576.04","12","48","0.80%","",""
"11/01/2021","2,225","1,748","9","17","225","0","10,552","2,440","103","3,307.46","39","85","1.60%","",""
"12/01/2021","2,221","1,690","15","14","227","0","10,681","2,456","90","2,161.16","43","50","1.75%","",""
"13/01/2021","2,101","1,637","11","11","217","1","11,021","2,325","160","3,053.90","46","66","1.98%","",""
"14/01/2021","2,108","1,630","14","20","231","0","10,510","2,329","126","3,171.88","53","60","2.28%","",""
"15/01/2021","1,847","1,421","7","11","216","0","10,570","2,023","387","12,399.66","120","103","5.93%","",""
"16/01/2021","1,309","996","2","4","182","0","5,885","1,410","28","656.22","12","55","0.85%","",""
"17/01/2021","1,426","1,116","4","4","179","0","6,478","1,572","52","984.56","29","34","1.84%","",""
"18/01/2021","1,778","1,380","10","3","214","0","7,663","1,957","107","3,341.70","35","95","1.79%","",""
"19/01/2021","2,502","2,057","16","16","195","0","19,084","2,817","298","5,974.52","81","74","2.88%","",""
"20/01/2021","2,575","2,130","13","12","226","0","14,713","2,884","256","7,976.60","71","112","2.46%","",""
"21/01/2021","2,422","1,955","13","14","241","0","13,842","2,699","224","5,283.81","68","78","2.52%","",""
"22/01/2021","2,236","1,804","12","8","226","1","13,503","2,506","384","8,892.69","128","69","5.11%","",""
"23/01/2021","1,543","1,172","2","2","193","0","7,066","1,724","67","1,534.60","24","64","1.39%","",""
"24/01/2021","1,777","1,374","7","4","201","0","9,633","1,943","140","2,631.12","43","61","2.21%","",""
"25/01/2021","2,444","1,935","14","9","185","0","12,466","2,713","257","7,740.68","94","82","3.46%","",""
"26/01/2021","2,319","1,859","9","5","225","1","10,456","2,601","8","271.52","8","34","0.31%","",""
"27/01/2021","2,687","2,199","17","16","224","1","12,843","2,978","16","437.55","12","36","0.40%","",""
"28/01/2021","2,313","1,823","15","20","227","2","10,618","2,562","23","366.72","22","17","0.86%","",""
"29/01/2021","2,102","1,664","13","6","213","1","10,738","2,317","16","251.52","5","50","0.22%","",""
"30/01/2021","1,464","1,173","3","6","163","0","6,744","1,632","9","89.07","4","22","0.25%","",""
"31/01/2021","1,618","1,303","7","3","174","1","6,854","1,787","1","6.72","1","7","0.06%","",""
"01/02/2021","2,446","2,001","13","12","227","0","12,077","2,718","7","216.4","3","72","0.11%","",""
"02/02/2021","2,697","2,375","15","16","121","0","12,761","2,999","24","277.98","13","21","0.43%","",""
"03/02/2021","2,777","2,470","9","10","107","1","12,239","3,048","7","86.72","6","14","0.20%","",""
"04/02/2021","2,416","2,222","12","10","81","1","12,433","2,678","13","469.2","7","67","0.26%","",""
"05/02/2021","2,191","1,958","7","12","108","0","11,286","2,413","7","106.6","4","27","0.17%","",""
"06/02/2021","1,402","1,180","0","2","87","1","6,395","1,533","3","126.8","3","42","0.20%","",""
"07/02/2021","1,455","1,242","6","0","81","0","6,507","1,625","4","135.84","3","45","0.18%","",""
"08/02/2021","2,337","1,971","14","10","112","0","10,965","2,576","8","126.12","6","21","0.23%","",""
"09/02/2021","2,211","1,869","11","2","126","0","9,991","2,428","6","91.6","4","23","0.16%","",""
"10/02/2021","2,350","2,036","4","5","134","0","11,900","2,612","13","167.4","7","24","0.27%","",""
